starting with cluster address: emqx.dtwins:18083
cluster user set to: my-app and cluster password set to: AAA4A275-BEEC-4AF8-B70B-DAAC0341F8EB
kubernetes api address set to: someaddress:6443
max queue set to: 1000 and max inflight set to: 32
date: 2024-12-12 21:48:20.623357 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:05:57.298386 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=10, avg=10.00, max=32
date: 2024-12-12 22:06:07.609517 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=12, avg=12.00, max=32
date: 2024-12-12 22:06:18.012919 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:06:28.319935 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:06:39.576886 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=11, avg=11.00, max=32
date: 2024-12-12 22:06:49.883292 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:07:00.325616 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=15, avg=15.00, max=32
date: 2024-12-12 22:07:10.757031 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=12, avg=12.00, max=32
date: 2024-12-12 22:07:21.237518 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=6, avg=6.00, max=32
date: 2024-12-12 22:07:31.574747 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=8, avg=8.00, max=32
date: 2024-12-12 22:07:44.908541 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=8, avg=8.00, max=32
date: 2024-12-12 22:07:55.335318 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:08:05.768713 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:08:16.210986 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=11, avg=11.00, max=32
date: 2024-12-12 22:08:26.666141 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=9, avg=9.00, max=32
date: 2024-12-12 22:08:37.081971 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=7, avg=7.00, max=32
date: 2024-12-12 22:08:49.808490 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:09:00.134141 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=19, avg=19.00, max=32
date: 2024-12-12 22:09:10.567701 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=15, avg=15.00, max=32
date: 2024-12-12 22:09:21.043734 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=11, avg=11.00, max=32
date: 2024-12-12 22:09:31.483214 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:09:41.815966 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=8, avg=8.00, max=32
date: 2024-12-12 22:09:55.126058 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=9, avg=9.00, max=32
date: 2024-12-12 22:10:05.563426 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=32
date: 2024-12-12 22:10:16.002845 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:10:26.338415 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:10:36.774049 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:10:47.202334 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=10, avg=10.00, max=32
date: 2024-12-12 22:11:00.559557 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:11:11.002720 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:11:21.440782 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=8, avg=8.00, max=32
date: 2024-12-12 22:11:31.879326 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:11:42.289711 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=10, avg=10.00, max=32
date: 2024-12-12 22:11:52.700126 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=9, avg=9.00, max=32
date: 2024-12-12 22:12:03.100931 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:12:13.487049 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:12:23.893078 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=17, avg=17.00, max=32
date: 2024-12-12 22:12:34.299679 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=6, avg=6.00, max=32
date: 2024-12-12 22:12:44.710006 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=12, avg=12.00, max=32
date: 2024-12-12 22:12:55.133605 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:13:05.536088 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=13, avg=13.00, max=32
date: 2024-12-12 22:13:16.428822 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=10, avg=10.00, max=32
date: 2024-12-12 22:13:26.715294 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=10, avg=10.00, max=32
date: 2024-12-12 22:13:37.041934 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=12, avg=12.00, max=32
date: 2024-12-12 22:13:47.357009 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=32
date: 2024-12-12 22:13:57.556169 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=10, avg=10.00, max=32
date: 2024-12-12 22:14:07.849115 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=6, avg=6.00, max=32
date: 2024-12-12 22:14:18.045350 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=4, avg=4.00, max=32
date: 2024-12-12 22:14:28.105587 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=6, avg=6.00, max=32
date: 2024-12-12 22:14:38.149716 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=3, avg=3.00, max=32
date: 2024-12-12 22:14:48.185786 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:14:58.220621 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:15:08.257660 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:15:18.292493 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:15:28.327761 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:15:38.362241 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:15:48.398586 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:15:58.433645 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:16:08.467750 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:16:18.503030 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:16:28.538606 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:16:38.574141 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:16:48.608457 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:16:58.646128 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:17:08.683131 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:17:18.718446 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:17:28.754701 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:17:38.790369 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:17:48.825280 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:17:58.859712 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:18:08.895843 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:18:18.931214 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:18:28.966156 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:18:39.002050 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:18:49.038739 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:18:59.075728 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:19:09.113257 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:19:19.147878 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:19:29.184418 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:19:39.218224 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:19:49.252054 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:19:59.287923 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:20:09.322965 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:20:19.357082 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:20:29.391729 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:20:39.426673 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:20:49.467759 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:20:59.503159 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:21:09.539554 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:21:19.575831 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:21:29.611765 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:21:39.647089 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:21:49.684801 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:21:59.719558 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 22:22:09.755304 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
