starting with cluster address: emqx.dtwins:18083
cluster user set to: my-app and cluster password set to: AAA4A275-BEEC-4AF8-B70B-DAAC0341F8EB
kubernetes api address set to: someaddress:6443
max queue set to: 1000 and max inflight set to: 16
date: 2024-12-11 14:10:05.576928 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:12:36.830694 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=39, avg=39.00, max=16
date: 2024-12-11 14:12:47.065254 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=54, avg=54.00, max=16
date: 2024-12-11 14:12:57.370734 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=48, avg=48.00, max=16
date: 2024-12-11 14:13:07.466911 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=16
date: 2024-12-11 14:13:17.554884 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=16
date: 2024-12-11 14:13:28.053423 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=49, avg=49.00, max=16
date: 2024-12-11 14:13:38.168033 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=16
date: 2024-12-11 14:13:48.556341 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=16
date: 2024-12-11 14:13:58.727978 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=16
date: 2024-12-11 14:14:08.826717 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=16
date: 2024-12-11 14:14:18.965836 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=49, avg=49.00, max=16
date: 2024-12-11 14:14:29.066942 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=33, avg=33.00, max=16
date: 2024-12-11 14:14:39.169876 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=16
date: 2024-12-11 14:14:49.260155 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=21, avg=21.00, max=16
date: 2024-12-11 14:14:59.374379 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=16
date: 2024-12-11 14:15:09.575540 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=28, avg=28.00, max=16
date: 2024-12-11 14:15:19.771285 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=35, avg=35.00, max=16
date: 2024-12-11 14:15:30.270095 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=48, avg=48.00, max=16
date: 2024-12-11 14:15:40.579043 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=47, avg=47.00, max=16
date: 2024-12-11 14:15:50.730654 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=61, avg=61.00, max=16
date: 2024-12-11 14:16:00.827991 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=24, avg=24.00, max=16
date: 2024-12-11 14:16:10.956424 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=16
date: 2024-12-11 14:16:21.055066 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=16
date: 2024-12-11 14:16:31.373528 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=30, avg=30.00, max=16
date: 2024-12-11 14:16:41.529232 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=52, avg=52.00, max=16
date: 2024-12-11 14:16:51.776691 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=41, avg=41.00, max=16
date: 2024-12-11 14:17:01.872260 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=27, avg=27.00, max=16
date: 2024-12-11 14:17:11.960175 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=16
date: 2024-12-11 14:17:22.235538 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=41, avg=41.00, max=16
date: 2024-12-11 14:17:32.428094 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=16
date: 2024-12-11 14:17:42.728790 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=16
date: 2024-12-11 14:17:53.264521 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=35, avg=35.00, max=16
date: 2024-12-11 14:18:03.427352 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=46, avg=46.00, max=16
date: 2024-12-11 14:18:13.553752 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=54, avg=54.00, max=16
date: 2024-12-11 14:18:23.628719 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=52, avg=52.00, max=16
date: 2024-12-11 14:18:34.064077 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=32, avg=32.00, max=16
date: 2024-12-11 14:18:44.530933 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=17, avg=17.00, max=16
date: 2024-12-11 14:18:55.065157 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=29, avg=29.00, max=16
date: 2024-12-11 14:19:05.172287 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=31, avg=31.00, max=16
date: 2024-12-11 14:19:15.629551 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=20, avg=20.00, max=16
date: 2024-12-11 14:19:25.679858 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=50, avg=50.00, max=16
date: 2024-12-11 14:19:35.767964 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=36, avg=36.00, max=16
date: 2024-12-11 14:19:45.865820 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=16
date: 2024-12-11 14:19:56.087869 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=26, avg=26.00, max=16
date: 2024-12-11 14:20:06.172053 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=14, avg=14.00, max=16
date: 2024-12-11 14:20:16.468644 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=15, avg=15.00, max=16
date: 2024-12-11 14:20:26.575808 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=22, avg=22.00, max=16
date: 2024-12-11 14:20:36.652527 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=9, avg=9.00, max=16
date: 2024-12-11 14:20:46.688132 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=1, avg=1.00, max=16
date: 2024-12-11 14:20:56.728266 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=3, avg=3.00, max=16
date: 2024-12-11 14:21:06.762865 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=1, avg=1.00, max=16
date: 2024-12-11 14:21:16.796819 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=2, avg=2.00, max=16
date: 2024-12-11 14:21:26.829371 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:21:36.860926 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:21:46.891978 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:21:56.925775 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:22:06.957712 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:22:16.988967 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:22:27.021712 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:22:37.053518 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:22:47.086125 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:22:57.119080 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:23:07.150648 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:23:17.184408 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:23:27.217728 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:23:37.250768 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:23:47.282436 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:23:57.312632 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:24:07.343124 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:24:17.375978 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:24:27.406939 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:24:37.439558 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:24:47.475193 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:24:57.507785 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:25:07.539929 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:25:17.571440 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:25:27.603085 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:25:37.632767 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:25:47.665089 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:25:57.696965 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:26:07.729878 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:26:17.762036 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:26:27.792479 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:26:37.825574 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:26:47.857373 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:26:57.888774 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:27:07.921280 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:27:17.955115 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:27:27.988456 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:27:38.022030 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:27:48.055044 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:27:58.086691 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:28:08.119081 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:28:18.151461 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:28:28.185076 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:28:38.218547 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:28:48.249105 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:28:58.281059 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:29:08.313528 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:29:18.345703 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:29:28.378548 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:29:38.412065 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:29:48.443796 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:29:58.475762 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:30:08.507701 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:30:18.541027 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:30:28.572698 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:30:38.604001 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:30:48.633939 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:30:58.665786 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:31:08.697001 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:31:18.728131 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:31:28.758885 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:31:38.790003 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:31:48.822451 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:31:58.854098 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:32:08.886511 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:32:18.913212 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:32:28.944448 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:32:38.975783 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:32:49.006687 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:32:59.037804 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:33:09.069872 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:33:19.103165 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:33:29.134232 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:33:39.165972 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:33:49.197568 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:33:59.234127 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:34:09.268915 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:34:19.301896 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:34:29.335794 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:34:39.367144 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:34:49.398727 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:34:59.430278 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:35:09.462024 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:35:19.493847 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:35:29.526651 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:35:39.558143 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:35:49.589975 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:35:59.620466 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:36:09.651517 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:36:19.685449 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:36:29.716975 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:36:39.748898 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:36:49.779190 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:36:59.810853 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:37:09.841868 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:37:19.876952 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:37:29.909805 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:37:39.944876 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:37:49.976095 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:38:00.007128 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:38:10.038919 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:38:20.070394 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:38:30.102813 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:38:40.134072 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:38:50.165979 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:39:00.193181 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:39:10.224284 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:39:20.255305 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:39:30.286352 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:39:40.318910 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:39:50.351751 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:40:00.382031 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:40:10.414092 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:40:20.445793 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:40:30.475913 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:40:40.506187 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:40:50.538398 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:41:00.570480 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:41:10.599765 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:41:20.629936 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:41:30.660967 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:41:40.691758 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:41:50.723354 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:42:00.755726 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:42:10.789123 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:42:20.820405 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:42:30.854084 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:42:40.885419 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:42:50.916905 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:43:00.948611 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:43:10.980668 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:43:21.014156 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:43:31.046208 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:43:41.078916 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:43:51.110934 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:44:01.142205 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:44:11.174840 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:44:21.208093 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:44:31.242642 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:44:41.274909 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:44:51.304726 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:45:01.336846 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:45:11.370482 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:45:21.402893 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:45:31.435181 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:45:41.466185 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:45:51.493482 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:46:01.524502 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:46:11.556214 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:46:21.588005 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:46:31.620269 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:46:41.651837 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:46:51.686463 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:47:01.717537 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:47:11.748100 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:47:21.780964 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
date: 2024-12-11 14:47:31.812820 | Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=16
