"Time","emqx"
2025-01-07 06:25:00,0.0396
2025-01-07 06:26:00,0.0423
2025-01-07 06:27:00,0.0449
2025-01-07 06:28:00,0.0454
2025-01-07 06:29:00,0.0422
2025-01-07 06:30:00,0.0433
2025-01-07 06:31:00,0.0401
2025-01-07 06:32:00,0.0386
2025-01-07 06:33:00,0.0464
2025-01-07 06:34:00,0.0408
2025-01-07 06:35:00,0.0371
2025-01-07 06:36:00,0.0438
2025-01-07 06:37:00,0.0405
2025-01-07 06:38:00,0.0421
2025-01-07 06:39:00,0.0406
2025-01-07 06:40:00,0.0423
2025-01-07 06:41:00,0.0423
2025-01-07 06:42:00,0.0424
2025-01-07 06:43:00,0.0420
2025-01-07 06:44:00,0.0439
2025-01-07 06:45:00,0.0407
2025-01-07 06:46:00,0.0445
2025-01-07 06:47:00,0.0408
2025-01-07 06:48:00,0.0434
2025-01-07 06:49:00,0.0427
2025-01-07 06:50:00,0.0460
2025-01-07 06:51:00,0.0441
2025-01-07 06:52:00,0.0398
2025-01-07 06:53:00,0.0393
2025-01-07 06:54:00,0.0421
2025-01-07 06:55:00,0.0435
2025-01-07 06:56:00,0.0436
2025-01-07 06:57:00,0.0381
2025-01-07 06:58:00,0.0450
2025-01-07 06:59:00,0.0417
2025-01-07 07:00:00,0.0408
2025-01-07 07:01:00,0.0406
2025-01-07 07:02:00,0.0464
2025-01-07 07:03:00,0.0425
2025-01-07 07:04:00,0.0417
2025-01-07 07:05:00,0.0431
2025-01-07 07:06:00,0.0456
2025-01-07 07:07:00,0.0406
2025-01-07 07:08:00,0.0419
2025-01-07 07:09:00,0.0378
2025-01-07 07:10:00,0.0395
2025-01-07 07:11:00,0.0423
2025-01-07 07:12:00,0.0432
2025-01-07 07:29:00,0.441
2025-01-07 07:30:00,0.540
2025-01-07 07:31:00,0.748
2025-01-07 07:32:00,0.983
2025-01-07 07:33:00,0.999
2025-01-07 07:34:00,0.999
2025-01-07 07:35:00,0.999
2025-01-07 07:36:00,0.999
2025-01-07 07:37:00,0.998
2025-01-07 07:38:00,0.999
2025-01-07 07:39:00,0.999
2025-01-07 07:40:00,0.999
2025-01-07 07:41:00,1.000
2025-01-07 07:42:00,0.999
2025-01-07 07:43:00,0.999
2025-01-07 07:44:00,1.000
2025-01-07 07:45:00,0.999
2025-01-07 07:46:00,0.999
2025-01-07 07:47:00,0.999
2025-01-07 07:48:00,0.999
2025-01-07 07:49:00,0.998
2025-01-07 07:50:00,0.999
2025-01-07 07:51:00,0.998
2025-01-07 07:52:00,0.999
2025-01-07 07:53:00,0.999
2025-01-07 07:54:00,0.998
2025-01-07 07:55:00,0.999
2025-01-07 07:56:00,0.998
2025-01-07 07:57:00,0.999
2025-01-07 07:58:00,0.998
2025-01-07 07:59:00,0.998
2025-01-07 08:00:00,0.999
2025-01-07 08:01:00,0.999
2025-01-07 08:02:00,0.997
2025-01-07 08:03:00,0.991
2025-01-07 08:04:00,0.968
2025-01-07 08:05:00,0.894
2025-01-07 08:06:00,0.747
2025-01-07 08:07:00,0.560
2025-01-07 08:08:00,0.479
2025-01-07 08:09:00,0.504
2025-01-07 08:10:00,0.455
2025-01-07 08:11:00,0.104
2025-01-07 08:12:00,0.0805
2025-01-07 08:13:00,0.0787
2025-01-07 08:14:00,0.0777
2025-01-07 08:15:00,0.0750
2025-01-07 08:16:00,0.0779
