"Time","emqx"
2025-01-07 05:48:00,0.0265
2025-01-07 05:49:00,0.0294
2025-01-07 05:50:00,0.0277
2025-01-07 05:51:00,0.0298
2025-01-07 05:52:00,0.0294
2025-01-07 05:53:00,0.0327
2025-01-07 05:54:00,0.0293
2025-01-07 05:55:00,0.0335
2025-01-07 05:56:00,0.0424
2025-01-07 05:57:00,0.0360
2025-01-07 05:58:00,0.0370
2025-01-07 05:59:00,0.0401
2025-01-07 06:00:00,0.0361
2025-01-07 06:01:00,0.0369
2025-01-07 06:02:00,0.0398
2025-01-07 06:03:00,0.0418
2025-01-07 06:04:00,0.0400
2025-01-07 06:05:00,0.0376
2025-01-07 06:06:00,0.0190
2025-01-07 06:07:00,0.0192
2025-01-07 06:08:00,0.0355
2025-01-07 06:09:00,0.0416
2025-01-07 06:10:00,0.0402
2025-01-07 06:11:00,0.0401
2025-01-07 06:12:00,0.0372
2025-01-07 06:13:00,0.0424
2025-01-07 06:14:00,0.0415
2025-01-07 06:15:00,0.0411
2025-01-07 06:16:00,0.0380
2025-01-07 06:17:00,0.0429
2025-01-07 06:18:00,0.0402
2025-01-07 06:19:00,0.0383
2025-01-07 06:20:00,0.0372
2025-01-07 06:21:00,0.0396
2025-01-07 06:22:00,0.0413
2025-01-07 06:23:00,0.0398
2025-01-07 06:24:00,0.0405
2025-01-07 06:25:00,0.0436
2025-01-07 06:26:00,0.0432
2025-01-07 06:27:00,0.0379
2025-01-07 06:28:00,0.0400
2025-01-07 06:29:00,0.0380
2025-01-07 06:30:00,0.0406
2025-01-07 06:31:00,0.0456
2025-01-07 06:32:00,0.0410
2025-01-07 06:33:00,0.0426
2025-01-07 06:34:00,0.0453
2025-01-07 06:35:00,0.0444
2025-01-07 06:36:00,0.0413
2025-01-07 06:37:00,0.0416
2025-01-07 06:38:00,0.0401
2025-01-07 06:39:00,0.0366
2025-01-07 06:40:00,0.0385
2025-01-07 06:41:00,0.0379
2025-01-07 06:42:00,0.0415
2025-01-07 06:43:00,0.0430
2025-01-07 06:44:00,0.0385
2025-01-07 06:45:00,0.0398
2025-01-07 06:46:00,0.0391
2025-01-07 06:47:00,0.0422
2025-01-07 06:48:00,0.0413
2025-01-07 06:49:00,0.0398
2025-01-07 06:50:00,0.0394
2025-01-07 06:51:00,0.0396
2025-01-07 06:52:00,0.0412
2025-01-07 06:53:00,0.0393
2025-01-07 06:54:00,0.0411
2025-01-07 06:55:00,0.0425
2025-01-07 06:56:00,0.0402
2025-01-07 06:57:00,0.0473
2025-01-07 06:58:00,0.0400
2025-01-07 06:59:00,0.0404
2025-01-07 07:00:00,0.0374
2025-01-07 07:01:00,0.0414
2025-01-07 07:02:00,0.0363
2025-01-07 07:03:00,0.0405
2025-01-07 07:04:00,0.0388
2025-01-07 07:05:00,0.0408
2025-01-07 07:06:00,0.0408
2025-01-07 07:07:00,0.0400
2025-01-07 07:08:00,0.0408
2025-01-07 07:09:00,0.0462
2025-01-07 07:10:00,0.0437
2025-01-07 07:11:00,0.0419
2025-01-07 07:12:00,0.0413
